,loan_amount,status,activity_name,sector_name,country,lender_term,num_lenders_total,num_journal_entries,repayment_interval,female_count,male_count,shortage_fund,posted_raised_hours,mpi,population_in_mpi,Education,Health,Living standards,population_in_severe_mpi,borrower_count,class
8099,375.0,funded,Restaurant,Food,Peru,8.0,12,1,monthly,1,0,0.0,60.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
5036,550.0,funded,Education provider,Education,Colombia,21.0,17,1,monthly,1,0,0.0,66.0,0.032,7.6,34.3,24.7,41.0,1.8,1,2
9566,650.0,funded,Personal Housing Expenses,Housing,Tajikistan,14.0,24,2,irregular,0,1,0.0,100.0,0.031,7.9,13.4,52.6,34.0,1.2,1,0
3895,475.0,funded,Construction Supplies,Construction,Peru,8.0,14,2,monthly,0,1,0.0,337.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
7357,675.0,funded,Food Market,Food,Sierra Leone,8.0,27,1,monthly,5,0,0.0,735.0,0.411,77.5,25.7,28.5,45.9,43.9,5,1
9332,625.0,funded,Personal Medical Expenses,Health,Mexico,8.0,25,1,monthly,0,1,0.0,120.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
9802,100.0,funded,Personal Housing Expenses,Housing,Philippines,8.0,4,1,irregular,1,0,0.0,52.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
4382,700.0,funded,Carpentry,Construction,Mexico,8.0,20,2,monthly,0,1,0.0,44.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
14788,925.0,funded,Sewing,Services,Tajikistan,20.0,18,4,monthly,1,0,0.0,509.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
12751,150.0,funded,Home Appliances,Personal Use,Philippines,14.0,4,1,irregular,1,0,0.0,426.0,0.033,6.3,35.3,30.2,34.5,4.2,1,3
9065,650.0,funded,Medical Clinic,Health,Uganda,14.0,21,2,monthly,1,0,0.0,58.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
7886,700.0,funded,Food Market,Food,Nigeria,10.0,25,1,monthly,1,0,0.0,50.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
10730,275.0,funded,Metal Shop,Manufacturing,Nicaragua,10.0,9,1,monthly,0,1,0.0,135.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
7100,675.0,funded,Food Production/Sales,Food,Peru,9.0,14,1,irregular,3,0,0.0,246.0,0.043,10.4,19.4,29.8,50.8,2.1,3,0
14529,925.0,funded,Tailoring,Services,Afghanistan,13.0,29,2,monthly,2,1,0.0,141.0,0.293,58.8,45.6,19.2,35.2,29.8,3,1
12785,100.0,funded,Home Appliances,Personal Use,Cambodia,8.0,4,1,monthly,2,0,0.0,199.0,0.15,33.8,30.8,26.4,42.8,11.4,2,3
9592,300.0,funded,Personal Housing Expenses,Housing,Philippines,14.0,8,1,irregular,1,0,0.0,366.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
4450,250.0,funded,Timber Sales,Construction,Kenya,8.0,10,1,monthly,1,0,0.0,2.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
11219,275.0,funded,Manufacturing,Manufacturing,Philippines,8.0,11,2,irregular,1,0,0.0,83.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1081,575.0,funded,Farming,Agriculture,Mali,9.0,18,2,bullet,10,0,0.0,82.0,0.456,78.4,37.9,22.4,39.7,55.9,10,3
7219,150.0,funded,Food Market,Food,Sierra Leone,12.0,6,1,irregular,1,0,0.0,36.0,0.411,77.5,25.7,28.5,45.9,43.9,1,1
2766,450.0,funded,Clothing Sales,Clothing,Mexico,15.0,12,2,monthly,1,0,0.0,323.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
2949,700.0,funded,Clothing Sales,Clothing,Philippines,8.0,8,2,irregular,1,0,0.0,418.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
5853,375.0,funded,Higher education costs,Education,Colombia,6.0,14,1,monthly,1,0,0.0,747.0,0.032,7.6,34.3,24.7,41.0,1.8,1,2
694,250.0,funded,Farming,Agriculture,Philippines,7.0,6,2,bullet,0,1,0.0,78.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16520,300.0,funded,Motorcycle Transport,Transportation,Kenya,8.0,10,1,monthly,0,1,0.0,270.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
6696,275.0,funded,Entertainment,Entertainment,Philippines,8.0,3,1,irregular,1,0,0.0,123.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9089,275.0,funded,Natural Medicines,Health,Philippines,9.0,10,2,irregular,1,0,0.0,10.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
15528,575.0,funded,Motorcycle Transport,Transportation,Kenya,14.0,20,1,irregular,1,0,0.0,211.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
4415,500.0,funded,Construction Supplies,Construction,Nicaragua,15.0,15,1,monthly,1,0,0.0,418.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
15455,300.0,funded,Motorcycle Transport,Transportation,Pakistan,14.0,12,1,monthly,1,0,0.0,787.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
12994,775.0,funded,Home Appliances,Personal Use,Peru,8.0,2,1,monthly,1,0,0.0,142.0,0.043,10.4,19.4,29.8,50.8,2.1,1,3
10039,425.0,funded,Personal Housing Expenses,Housing,Mozambique,17.0,11,1,monthly,1,0,0.0,599.0,0.39,70.2,30.4,22.3,47.3,44.1,1,1
2528,375.0,funded,Clothing Sales,Clothing,Mexico,8.0,8,1,monthly,1,0,0.0,53.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
4452,425.0,funded,Construction,Construction,Nicaragua,13.0,13,1,monthly,1,0,0.0,675.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
12355,700.0,funded,Home Energy,Personal Use,Cambodia,25.0,25,1,monthly,0,1,0.0,131.0,0.15,33.8,30.8,26.4,42.8,11.4,1,3
15653,375.0,funded,Rickshaw,Transportation,Philippines,8.0,7,1,irregular,1,0,0.0,176.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13179,200.0,funded,General Store,Retail,Philippines,11.0,7,2,irregular,1,0,0.0,82.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5126,375.0,funded,Higher education costs,Education,Armenia,14.0,15,4,monthly,1,0,0.0,32.0,0.002,0.6,3.4,87.8,8.7,0.1,1,2
1729,800.0,funded,Crafts,Arts,Ghana,7.0,32,12,bullet,0,1,0.0,40.0,0.147,32.4,27.2,31.5,41.2,11.1,1,0
16462,575.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,23,1,irregular,1,0,0.0,112.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16717,675.0,funded,Goods Distribution,Wholesale,Ghana,9.0,21,1,irregular,1,0,0.0,50.0,0.147,32.4,27.2,31.5,41.2,11.1,1,1
14875,275.0,funded,Sewing,Services,Nigeria,10.0,10,2,monthly,1,0,0.0,126.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
4112,400.0,funded,Construction,Construction,Kenya,8.0,16,1,monthly,0,1,0.0,140.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
14688,825.0,funded,Tailoring,Services,Afghanistan,11.0,29,2,monthly,2,2,0.0,884.0,0.293,58.8,45.6,19.2,35.2,29.8,4,1
16642,675.0,funded,Goods Distribution,Wholesale,Nigeria,10.0,22,2,monthly,1,0,0.0,53.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
16144,575.0,funded,Transportation,Transportation,Philippines,8.0,10,2,irregular,1,0,0.0,204.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12831,600.0,funded,Vehicle,Personal Use,Cambodia,14.0,22,1,monthly,0,1,0.0,190.0,0.15,33.8,30.8,26.4,42.8,11.4,1,3
4972,500.0,funded,Higher education costs,Education,Cambodia,11.0,15,1,bullet,1,0,0.0,41.0,0.15,33.8,30.8,26.4,42.8,11.4,1,2
2457,200.0,funded,Clothing Sales,Clothing,Philippines,11.0,8,1,irregular,1,0,0.0,96.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2430,375.0,funded,Clothing Sales,Clothing,Philippines,8.0,15,1,irregular,1,0,0.0,68.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
1108,500.0,funded,Farming,Agriculture,Cambodia,14.0,11,1,monthly,2,0,0.0,540.0,0.15,33.8,30.8,26.4,42.8,11.4,2,1
13118,750.0,funded,General Store,Retail,Nicaragua,15.0,21,1,monthly,1,0,0.0,9.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
9281,825.0,funded,Personal Medical Expenses,Health,Azerbaijan,17.0,31,4,monthly,0,1,0.0,537.0,0.009000000000000001,2.4,20.0,50.7,29.3,0.2,1,2
14815,425.0,funded,Upholstery,Services,Honduras,10.0,13,3,monthly,0,1,0.0,42.0,0.098,20.7,36.6,23.1,40.3,7.2,1,0
11754,225.0,funded,Furniture Making,Manufacturing,Philippines,8.0,1,1,irregular,0,1,0.0,47.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5857,700.0,funded,Higher education costs,Education,India,43.0,21,1,bullet,3,0,0.0,255.0,0.282,55.3,22.7,32.5,44.8,27.8,3,1
8287,625.0,funded,Personal Medical Expenses,Health,Mexico,15.0,21,1,monthly,0,1,0.0,124.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
13781,800.0,funded,Home Products Sales,Retail,Ecuador,13.0,27,4,monthly,1,0,0.0,655.0,0.015,3.7,23.6,42.4,34.0,0.5,1,0
14346,350.0,funded,Printing,Services,Philippines,7.0,14,1,irregular,1,0,0.0,119.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2177,200.0,funded,Embroidery,Arts,India,14.0,8,1,monthly,1,0,0.0,198.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
3546,175.0,funded,Used Clothing,Clothing,Ghana,7.0,6,1,irregular,1,0,0.0,78.0,0.147,32.4,27.2,31.5,41.2,11.1,1,1
15548,900.0,funded,Transportation,Transportation,Philippines,8.0,11,2,bullet,0,1,0.0,572.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15027,675.0,funded,Tailoring,Services,Pakistan,12.0,22,1,irregular,1,0,0.0,894.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
10241,200.0,funded,Personal Housing Expenses,Housing,Mozambique,20.0,8,1,monthly,1,0,0.0,71.0,0.39,70.2,30.4,22.3,47.3,44.1,1,1
12064,100.0,funded,Home Appliances,Personal Use,Cambodia,8.0,4,1,monthly,2,0,0.0,17.0,0.15,33.8,30.8,26.4,42.8,11.4,2,3
3480,350.0,funded,Clothing Sales,Clothing,Nicaragua,10.0,8,1,monthly,1,0,0.0,92.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,1
7766,200.0,funded,Grocery Store,Food,Peru,10.0,8,1,monthly,1,0,0.0,71.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
17474,250.0,funded,Goods Distribution,Wholesale,Nicaragua,4.0,10,2,bullet,1,0,0.0,887.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,1
1652,300.0,funded,Weaving,Arts,Pakistan,14.0,8,1,monthly,1,0,0.0,919.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
11329,400.0,funded,Manufacturing,Manufacturing,Pakistan,14.0,12,1,monthly,1,0,0.0,136.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
4618,325.0,funded,Timber Sales,Construction,Philippines,12.0,12,1,irregular,1,0,0.0,103.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
4253,325.0,funded,Construction Supplies,Construction,Philippines,20.0,13,1,irregular,1,0,0.0,13.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8965,600.0,funded,Health,Health,Kenya,71.0,20,3,irregular,1,1,0.0,249.0,0.166,36.0,12.3,32.2,55.5,10.7,2,2
3602,250.0,funded,Construction,Construction,Philippines,7.0,2,2,monthly,1,0,0.0,71.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5757,200.0,funded,Higher education costs,Education,Philippines,8.0,6,1,irregular,1,0,0.0,130.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
9004,825.0,funded,Personal Medical Expenses,Health,Albania,15.0,22,1,monthly,0,1,0.0,201.0,0.005,1.2,22.4,47.1,30.5,0.1,1,2
14671,300.0,funded,Tailoring,Services,Pakistan,14.0,10,1,monthly,1,0,0.0,712.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
15505,175.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,7,3,irregular,0,1,0.0,932.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5510,150.0,funded,Primary/secondary school costs,Education,Nicaragua,7.0,6,1,monthly,1,0,0.0,7.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,1
6484,250.0,funded,Entertainment,Entertainment,Philippines,8.0,7,1,irregular,1,0,0.0,63.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13348,550.0,funded,General Store,Retail,Philippines,11.0,16,1,irregular,1,0,0.0,807.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
11746,450.0,funded,Manufacturing,Manufacturing,Philippines,8.0,18,1,irregular,1,0,0.0,17.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9809,275.0,funded,Personal Housing Expenses,Housing,Nicaragua,11.0,5,3,monthly,1,0,0.0,64.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
13394,350.0,funded,Fuel/Firewood,Retail,Cameroon,4.0,14,1,bullet,1,0,0.0,150.0,0.26,48.2,24.5,31.3,44.2,27.1,1,1
10237,225.0,funded,Personal Housing Expenses,Housing,Philippines,20.0,6,1,irregular,1,0,0.0,268.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
14382,250.0,funded,Beauty Salon,Services,Kenya,8.0,6,1,monthly,1,0,0.0,82.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
3473,150.0,funded,Clothing Sales,Clothing,Philippines,8.0,1,1,irregular,1,0,0.0,0.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5323,250.0,funded,Primary/secondary school costs,Education,Nigeria,14.0,10,2,bullet,0,1,0.0,140.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
5558,575.0,funded,Higher education costs,Education,Kenya,20.0,22,1,monthly,1,0,0.0,215.0,0.166,36.0,12.3,32.2,55.5,10.7,1,2
12122,225.0,funded,Home Appliances,Personal Use,Lao People's Democratic Republic,10.0,6,1,bullet,1,2,0.0,107.0,0.18600000000000005,36.8,37.7,25.4,36.9,18.8,3,3
6901,925.0,funded,Musical Performance,Entertainment,Uganda,10.0,37,1,monthly,0,1,0.0,118.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
17338,700.0,funded,Wholesale,Wholesale,Philippines,13.0,15,2,monthly,1,0,0.0,13.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12408,575.0,funded,Personal Expenses,Personal Use,Nicaragua,9.0,22,1,irregular,0,1,0.0,453.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,3
1900,350.0,funded,Embroidery,Arts,Pakistan,16.0,7,1,monthly,1,0,0.0,445.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
16300,250.0,funded,Motorcycle Transport,Transportation,Kenya,8.0,7,1,irregular,0,1,0.0,496.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
14602,600.0,funded,Sewing,Services,Pakistan,12.0,20,2,irregular,1,0,0.0,135.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
13855,350.0,funded,Cosmetics Sales,Retail,Colombia,15.0,13,1,bullet,1,0,0.0,682.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
384,500.0,funded,Farming,Agriculture,Kenya,14.0,19,3,monthly,1,0,0.0,865.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
1129,250.0,funded,Dairy,Agriculture,India,43.0,10,1,bullet,1,0,0.0,174.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
171,550.0,funded,Dairy,Agriculture,Kenya,15.0,18,1,irregular,1,0,0.0,134.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
2700,375.0,funded,Clothing Sales,Clothing,Pakistan,15.0,14,2,monthly,1,0,0.0,729.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
16767,250.0,funded,Wholesale,Wholesale,Philippines,8.0,9,1,irregular,1,0,0.0,219.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
981,300.0,funded,Farming,Agriculture,Philippines,7.0,9,1,bullet,1,0,0.0,87.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3264,225.0,funded,Clothing Sales,Clothing,Pakistan,14.0,8,2,monthly,1,0,0.0,9.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
16061,275.0,funded,Motorcycle Transport,Transportation,Kenya,14.0,8,1,monthly,1,0,0.0,1016.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
12756,50.0,funded,Personal Expenses,Personal Use,Nigeria,14.0,2,1,bullet,1,0,0.0,51.0,0.279,50.9,29.8,29.8,40.4,30.0,1,3
15816,350.0,funded,Motorcycle Transport,Transportation,Philippines,7.0,14,1,irregular,1,0,0.0,141.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7477,300.0,funded,Fish Selling,Food,Philippines,8.0,1,1,irregular,1,0,0.0,266.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9888,150.0,funded,Personal Housing Expenses,Housing,Philippines,13.0,6,1,irregular,1,0,0.0,69.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12203,500.0,funded,Vehicle,Personal Use,Cambodia,20.0,14,1,monthly,1,0,0.0,86.0,0.15,33.8,30.8,26.4,42.8,11.4,1,3
2496,375.0,funded,Clothing Sales,Clothing,Peru,14.0,14,1,monthly,1,0,0.0,652.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
8885,250.0,funded,Personal Medical Expenses,Health,Mexico,14.0,7,1,monthly,0,1,0.0,45.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
7890,150.0,funded,Restaurant,Food,Uganda,8.0,4,1,monthly,1,0,0.0,49.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
9347,350.0,funded,Natural Medicines,Health,Colombia,11.0,14,1,monthly,0,1,0.0,67.0,0.032,7.6,34.3,24.7,41.0,1.8,1,2
8155,800.0,funded,Catering,Food,Honduras,14.0,26,3,monthly,1,0,0.0,174.0,0.098,20.7,36.6,23.1,40.3,7.2,1,0
17166,275.0,funded,Wholesale,Wholesale,Peru,6.0,7,1,irregular,1,0,0.0,31.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
5039,200.0,funded,Higher education costs,Education,Cambodia,7.0,8,1,irregular,0,1,0.0,116.0,0.15,33.8,30.8,26.4,42.8,11.4,1,2
5016,200.0,funded,Primary/secondary school costs,Education,Rwanda,6.0,6,1,irregular,0,1,0.0,118.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
6542,700.0,funded,Musical Performance,Entertainment,Pakistan,14.0,18,1,monthly,5,0,0.0,74.0,0.237,45.6,36.2,32.3,31.6,26.5,5,1
6984,400.0,funded,Entertainment,Entertainment,Peru,14.0,14,2,monthly,0,1,0.0,204.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
6949,225.0,funded,Entertainment,Entertainment,Philippines,13.0,9,1,irregular,1,0,0.0,156.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
14141,125.0,funded,General Store,Retail,Philippines,7.0,5,1,irregular,1,0,0.0,32.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17446,675.0,funded,Goods Distribution,Wholesale,Philippines,8.0,27,1,irregular,1,0,0.0,353.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
14392,525.0,funded,Mobile Transactions,Services,Zambia,8.0,20,1,bullet,1,0,0.0,15.0,0.264,54.4,17.9,29.8,52.3,22.5,1,1
1251,400.0,funded,Crafts,Arts,Kenya,8.0,9,6,monthly,1,0,0.0,17.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
10875,200.0,funded,Furniture Making,Manufacturing,Philippines,8.0,2,1,irregular,1,0,0.0,118.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
11093,200.0,funded,Manufacturing,Manufacturing,Philippines,8.0,7,2,monthly,1,0,0.0,122.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
10876,650.0,funded,Furniture Making,Manufacturing,Philippines,12.0,21,2,irregular,1,0,0.0,128.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
6440,375.0,funded,Entertainment,Entertainment,Uganda,11.0,14,1,irregular,1,0,0.0,457.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
15312,575.0,funded,Sewing,Services,Tajikistan,14.0,13,4,monthly,1,0,0.0,389.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
11675,625.0,funded,Metal Shop,Manufacturing,Kenya,8.0,22,2,monthly,1,0,0.0,128.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
16650,325.0,funded,Goods Distribution,Wholesale,Benin,12.0,12,3,monthly,1,0,0.0,162.0,0.343,64.2,33.1,24.8,42.1,37.7,1,1
8783,800.0,funded,Personal Medical Expenses,Health,Mexico,15.0,29,1,monthly,1,0,0.0,163.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
4166,750.0,funded,Carpentry,Construction,Jordan,18.0,25,1,monthly,0,1,0.0,275.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
5383,700.0,funded,Primary/secondary school costs,Education,Timor-Leste,15.0,25,1,monthly,1,0,0.0,357.0,0.322,64.3,20.0,30.4,49.6,31.5,1,1
12425,850.0,funded,Personal Expenses,Personal Use,Nigeria,15.0,23,1,bullet,0,1,0.0,824.0,0.279,50.9,29.8,29.8,40.4,30.0,1,3
3691,150.0,funded,Bricks,Construction,Uganda,9.0,5,4,irregular,0,1,0.0,7.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
16044,275.0,funded,Transportation,Transportation,Philippines,8.0,1,1,irregular,1,0,0.0,142.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16596,250.0,funded,Taxi,Transportation,Pakistan,14.0,6,2,monthly,1,0,0.0,76.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
10679,450.0,funded,Manufacturing,Manufacturing,Pakistan,14.0,17,1,monthly,1,0,0.0,138.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
3796,275.0,funded,Quarrying,Construction,Kenya,14.0,10,1,monthly,0,1,0.0,103.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
3008,400.0,funded,Used Clothing,Clothing,Uganda,8.0,16,1,monthly,1,0,0.0,506.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
9861,475.0,funded,Personal Housing Expenses,Housing,Nicaragua,12.0,16,3,monthly,1,0,0.0,266.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
10715,750.0,funded,Metal Shop,Manufacturing,Senegal,14.0,13,1,monthly,0,1,0.0,131.0,0.278,51.9,43.6,23.1,33.4,30.8,1,1
1513,400.0,funded,Embroidery,Arts,Pakistan,11.0,13,1,irregular,1,0,0.0,562.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
15951,600.0,funded,Motorcycle Transport,Transportation,Cambodia,22.0,19,2,monthly,0,1,0.0,1006.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
6214,275.0,funded,Games,Entertainment,Philippines,8.0,10,1,irregular,1,0,0.0,143.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1669,150.0,funded,Crafts,Arts,Philippines,7.0,4,2,irregular,1,0,0.0,84.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2527,900.0,funded,Clothing Sales,Clothing,Ecuador,8.0,29,1,irregular,1,0,0.0,404.0,0.015,3.7,23.6,42.4,34.0,0.5,1,2
16275,400.0,funded,Taxi,Transportation,Peru,8.0,11,2,monthly,0,1,0.0,888.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
4763,500.0,funded,Construction,Construction,Cambodia,14.0,19,1,monthly,1,0,0.0,8.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
10604,900.0,funded,Metal Shop,Manufacturing,Nicaragua,11.0,31,1,monthly,0,1,0.0,263.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
10987,300.0,funded,Furniture Making,Manufacturing,Philippines,8.0,11,1,irregular,1,0,0.0,94.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7258,225.0,funded,Cafe,Food,Kenya,10.0,9,1,monthly,1,0,0.0,61.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
8217,100.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,4,2,monthly,0,1,0.0,82.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
1022,150.0,funded,Farming,Agriculture,Philippines,7.0,5,2,bullet,1,0,0.0,36.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12869,225.0,funded,Home Appliances,Personal Use,Cambodia,8.0,8,1,monthly,1,4,0.0,200.0,0.15,33.8,30.8,26.4,42.8,11.4,5,3
13975,125.0,funded,Retail,Retail,Kenya,8.0,1,2,monthly,1,0,0.0,28.0,0.166,36.0,12.3,32.2,55.5,10.7,1,0
9947,400.0,funded,Personal Housing Expenses,Housing,Uganda,15.0,1,10,monthly,0,1,0.0,12.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
16484,300.0,funded,Transportation,Transportation,Pakistan,14.0,8,1,monthly,1,0,0.0,520.0,0.237,45.6,36.2,32.3,31.6,26.5,1,0
7490,475.0,funded,Cereals,Food,Philippines,8.0,1,1,irregular,1,0,0.0,120.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9207,775.0,funded,Medical Clinic,Health,Albania,14.0,27,2,monthly,0,1,0.0,406.0,0.005,1.2,22.4,47.1,30.5,0.1,1,2
4202,700.0,funded,Cement,Construction,Cambodia,20.0,28,1,monthly,1,0,0.0,319.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
11451,475.0,funded,Furniture Making,Manufacturing,Philippines,11.0,16,1,irregular,1,0,0.0,188.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5728,200.0,funded,Primary/secondary school costs,Education,Kenya,14.0,5,3,monthly,1,0,0.0,59.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
15829,250.0,funded,Motorcycle Transport,Transportation,Kenya,8.0,9,1,monthly,0,1,0.0,232.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
11491,825.0,funded,Metal Shop,Manufacturing,Colombia,14.0,29,2,monthly,0,1,0.0,342.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
13725,400.0,funded,General Store,Retail,Philippines,8.0,10,1,irregular,1,0,0.0,247.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15229,500.0,funded,Tailoring,Services,Zimbabwe,8.0,20,1,monthly,1,0,0.0,28.0,0.128,28.9,10.8,34.5,54.8,7.8,1,1
6501,375.0,funded,Musical Performance,Entertainment,Peru,7.0,13,2,monthly,0,1,0.0,81.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
8088,300.0,funded,Food Production/Sales,Food,Cambodia,14.0,5,5,monthly,1,0,0.0,186.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
7740,725.0,funded,Grocery Store,Food,Haiti,8.0,20,2,monthly,1,0,0.0,246.0,0.242,50.2,24.8,23.4,51.8,20.1,1,1
6363,625.0,funded,Musical Performance,Entertainment,Peru,14.0,22,1,monthly,0,1,0.0,114.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
